case_id,summary,urgency_nlp,bail_eligibility_nlp,case_complexity,keywords
405,Legal case summary text 405,medium,1,medium,keyword1 keyword2
406,Legal case summary text 406,high,1,medium,keyword1 keyword2
407,Legal case summary text 407,medium,0,high,keyword1 keyword2
408,Legal case summary text 408,high,0,medium,keyword1 keyword2
409,Legal case summary text 409,medium,0,low,keyword1 keyword2
410,Legal case summary text 410,high,0,high,keyword1 keyword2
411,Legal case summary text 411,high,1,low,keyword1 keyword2
412,Legal case summary text 412,medium,0,medium,keyword1 keyword2
413,Legal case summary text 413,low,1,low,keyword1 keyword2
414,Legal case summary text 414,low,1,high,keyword1 keyword2
415,Legal case summary text 415,medium,0,medium,keyword1 keyword2
416,Legal case summary text 416,low,0,medium,keyword1 keyword2
417,Legal case summary text 417,low,0,high,keyword1 keyword2
418,Legal case summary text 418,medium,0,high,keyword1 keyword2
419,Legal case summary text 419,high,0,high,keyword1 keyword2
420,Legal case summary text 420,medium,0,high,keyword1 keyword2
421,Legal case summary text 421,medium,0,medium,keyword1 keyword2
422,Legal case summary text 422,medium,0,high,keyword1 keyword2
423,Legal case summary text 423,medium,0,low,keyword1 keyword2
424,Legal case summary text 424,high,1,high,keyword1 keyword2
425,Legal case summary text 425,high,0,low,keyword1 keyword2
426,Legal case summary text 426,high,1,low,keyword1 keyword2
427,Legal case summary text 427,high,0,medium,keyword1 keyword2
428,Legal case summary text 428,low,0,high,keyword1 keyword2
429,Legal case summary text 429,medium,1,medium,keyword1 keyword2
430,Legal case summary text 430,high,0,low,keyword1 keyword2
431,Legal case summary text 431,low,1,medium,keyword1 keyword2
432,Legal case summary text 432,medium,0,low,keyword1 keyword2
433,Legal case summary text 433,low,0,medium,keyword1 keyword2
434,Legal case summary text 434,low,1,medium,keyword1 keyword2
435,Legal case summary text 435,high,0,medium,keyword1 keyword2
436,Legal case summary text 436,high,0,low,keyword1 keyword2
437,Legal case summary text 437,low,0,high,keyword1 keyword2
438,Legal case summary text 438,low,1,low,keyword1 keyword2
439,Legal case summary text 439,high,1,low,keyword1 keyword2
440,Legal case summary text 440,medium,1,low,keyword1 keyword2
441,Legal case summary text 441,medium,0,low,keyword1 keyword2
442,Legal case summary text 442,high,0,medium,keyword1 keyword2
443,Legal case summary text 443,high,0,high,keyword1 keyword2
444,Legal case summary text 444,low,0,high,keyword1 keyword2
445,Legal case summary text 445,high,0,high,keyword1 keyword2
446,Legal case summary text 446,low,1,medium,keyword1 keyword2
447,Legal case summary text 447,low,0,low,keyword1 keyword2
448,Legal case summary text 448,medium,0,high,keyword1 keyword2
449,Legal case summary text 449,high,0,high,keyword1 keyword2
450,Legal case summary text 450,high,0,high,keyword1 keyword2
451,Legal case summary text 451,medium,0,medium,keyword1 keyword2
452,Legal case summary text 452,high,1,low,keyword1 keyword2
453,Legal case summary text 453,medium,1,high,keyword1 keyword2
454,Legal case summary text 454,low,1,low,keyword1 keyword2
455,Legal case summary text 455,high,0,low,keyword1 keyword2
456,Legal case summary text 456,high,0,low,keyword1 keyword2
457,Legal case summary text 457,high,1,high,keyword1 keyword2
458,Legal case summary text 458,high,1,high,keyword1 keyword2
459,Legal case summary text 459,medium,0,medium,keyword1 keyword2
460,Legal case summary text 460,medium,1,high,keyword1 keyword2
461,Legal case summary text 461,medium,0,high,keyword1 keyword2
462,Legal case summary text 462,medium,0,low,keyword1 keyword2
463,Legal case summary text 463,medium,1,medium,keyword1 keyword2
464,Legal case summary text 464,high,1,high,keyword1 keyword2
465,Legal case summary text 465,high,0,low,keyword1 keyword2
466,Legal case summary text 466,low,1,high,keyword1 keyword2
467,Legal case summary text 467,medium,0,high,keyword1 keyword2
468,Legal case summary text 468,medium,1,low,keyword1 keyword2
469,Legal case summary text 469,medium,0,medium,keyword1 keyword2
470,Legal case summary text 470,low,1,medium,keyword1 keyword2
471,Legal case summary text 471,medium,1,low,keyword1 keyword2
472,Legal case summary text 472,low,0,medium,keyword1 keyword2
473,Legal case summary text 473,low,1,low,keyword1 keyword2
474,Legal case summary text 474,medium,1,high,keyword1 keyword2
475,Legal case summary text 475,low,1,medium,keyword1 keyword2
476,Legal case summary text 476,medium,1,medium,keyword1 keyword2
477,Legal case summary text 477,low,0,high,keyword1 keyword2
478,Legal case summary text 478,medium,0,high,keyword1 keyword2
479,Legal case summary text 479,high,0,medium,keyword1 keyword2
480,Legal case summary text 480,medium,0,low,keyword1 keyword2
481,Legal case summary text 481,medium,0,low,keyword1 keyword2
482,Legal case summary text 482,high,0,high,keyword1 keyword2
483,Legal case summary text 483,low,0,medium,keyword1 keyword2
484,Legal case summary text 484,high,0,high,keyword1 keyword2
485,Legal case summary text 485,high,0,low,keyword1 keyword2
486,Legal case summary text 486,high,1,low,keyword1 keyword2
487,Legal case summary text 487,low,0,low,keyword1 keyword2
488,Legal case summary text 488,low,0,medium,keyword1 keyword2
489,Legal case summary text 489,medium,1,high,keyword1 keyword2
490,Legal case summary text 490,medium,1,high,keyword1 keyword2
491,Legal case summary text 491,medium,1,low,keyword1 keyword2
492,Legal case summary text 492,medium,0,medium,keyword1 keyword2
493,Legal case summary text 493,low,1,medium,keyword1 keyword2
494,Legal case summary text 494,high,0,high,keyword1 keyword2
495,Legal case summary text 495,medium,1,low,keyword1 keyword2
496,Legal case summary text 496,medium,0,low,keyword1 keyword2
497,Legal case summary text 497,low,0,high,keyword1 keyword2
498,Legal case summary text 498,medium,0,medium,keyword1 keyword2
499,Legal case summary text 499,high,1,medium,keyword1 keyword2
500,Legal case summary text 500,medium,1,low,keyword1 keyword2
501,Legal case summary text 501,medium,1,high,keyword1 keyword2
502,Legal case summary text 502,high,0,medium,keyword1 keyword2
503,Legal case summary text 503,medium,0,low,keyword1 keyword2
504,Legal case summary text 504,medium,1,medium,keyword1 keyword2
505,Legal case summary text 505,high,1,medium,keyword1 keyword2
506,Legal case summary text 506,medium,1,high,keyword1 keyword2
507,Legal case summary text 507,high,1,high,keyword1 keyword2
508,Legal case summary text 508,medium,0,high,keyword1 keyword2
509,Legal case summary text 509,low,0,low,keyword1 keyword2
510,Legal case summary text 510,high,1,high,keyword1 keyword2
511,Legal case summary text 511,medium,0,medium,keyword1 keyword2
512,Legal case summary text 512,medium,1,low,keyword1 keyword2
513,Legal case summary text 513,high,1,medium,keyword1 keyword2
514,Legal case summary text 514,medium,0,medium,keyword1 keyword2
515,Legal case summary text 515,high,0,low,keyword1 keyword2
516,Legal case summary text 516,medium,1,medium,keyword1 keyword2
517,Legal case summary text 517,medium,1,high,keyword1 keyword2
518,Legal case summary text 518,low,1,medium,keyword1 keyword2
519,Legal case summary text 519,low,1,medium,keyword1 keyword2
520,Legal case summary text 520,low,0,medium,keyword1 keyword2
521,Legal case summary text 521,low,0,medium,keyword1 keyword2
522,Legal case summary text 522,medium,1,high,keyword1 keyword2
523,Legal case summary text 523,medium,1,medium,keyword1 keyword2
524,Legal case summary text 524,medium,1,medium,keyword1 keyword2
525,Legal case summary text 525,medium,0,high,keyword1 keyword2
526,Legal case summary text 526,low,1,high,keyword1 keyword2
527,Legal case summary text 527,medium,1,low,keyword1 keyword2
528,Legal case summary text 528,medium,0,high,keyword1 keyword2
529,Legal case summary text 529,low,1,high,keyword1 keyword2
530,Legal case summary text 530,medium,0,high,keyword1 keyword2
531,Legal case summary text 531,medium,1,medium,keyword1 keyword2
532,Legal case summary text 532,high,1,medium,keyword1 keyword2
533,Legal case summary text 533,medium,0,medium,keyword1 keyword2
534,Legal case summary text 534,low,0,low,keyword1 keyword2
535,Legal case summary text 535,medium,0,low,keyword1 keyword2
536,Legal case summary text 536,medium,1,low,keyword1 keyword2
537,Legal case summary text 537,high,0,medium,keyword1 keyword2
538,Legal case summary text 538,low,0,medium,keyword1 keyword2
539,Legal case summary text 539,low,1,low,keyword1 keyword2
540,Legal case summary text 540,high,0,high,keyword1 keyword2
541,Legal case summary text 541,low,0,low,keyword1 keyword2
542,Legal case summary text 542,high,0,medium,keyword1 keyword2
543,Legal case summary text 543,low,0,medium,keyword1 keyword2
544,Legal case summary text 544,low,0,low,keyword1 keyword2
545,Legal case summary text 545,medium,0,low,keyword1 keyword2
546,Legal case summary text 546,medium,1,high,keyword1 keyword2
547,Legal case summary text 547,high,0,medium,keyword1 keyword2
548,Legal case summary text 548,medium,0,low,keyword1 keyword2
549,Legal case summary text 549,high,0,low,keyword1 keyword2
550,Legal case summary text 550,high,0,low,keyword1 keyword2
551,Legal case summary text 551,high,1,medium,keyword1 keyword2
552,Legal case summary text 552,low,0,medium,keyword1 keyword2
553,Legal case summary text 553,medium,1,low,keyword1 keyword2
554,Legal case summary text 554,high,0,low,keyword1 keyword2
555,Legal case summary text 555,high,1,medium,keyword1 keyword2
556,Legal case summary text 556,high,1,high,keyword1 keyword2
557,Legal case summary text 557,low,0,low,keyword1 keyword2
558,Legal case summary text 558,low,0,low,keyword1 keyword2
559,Legal case summary text 559,medium,0,medium,keyword1 keyword2
560,Legal case summary text 560,low,0,low,keyword1 keyword2
561,Legal case summary text 561,medium,1,low,keyword1 keyword2
562,Legal case summary text 562,low,0,high,keyword1 keyword2
563,Legal case summary text 563,medium,0,low,keyword1 keyword2
564,Legal case summary text 564,medium,1,medium,keyword1 keyword2
565,Legal case summary text 565,low,1,low,keyword1 keyword2
566,Legal case summary text 566,high,1,high,keyword1 keyword2
567,Legal case summary text 567,medium,0,high,keyword1 keyword2
568,Legal case summary text 568,medium,1,low,keyword1 keyword2
569,Legal case summary text 569,low,0,medium,keyword1 keyword2
570,Legal case summary text 570,high,1,high,keyword1 keyword2
571,Legal case summary text 571,low,0,medium,keyword1 keyword2
572,Legal case summary text 572,high,0,low,keyword1 keyword2
573,Legal case summary text 573,high,0,high,keyword1 keyword2
574,Legal case summary text 574,medium,1,high,keyword1 keyword2
575,Legal case summary text 575,low,1,medium,keyword1 keyword2
576,Legal case summary text 576,high,1,low,keyword1 keyword2
577,Legal case summary text 577,low,0,low,keyword1 keyword2
578,Legal case summary text 578,low,0,low,keyword1 keyword2
579,Legal case summary text 579,medium,0,low,keyword1 keyword2
580,Legal case summary text 580,medium,0,medium,keyword1 keyword2
581,Legal case summary text 581,medium,0,high,keyword1 keyword2
582,Legal case summary text 582,high,0,medium,keyword1 keyword2
583,Legal case summary text 583,low,1,high,keyword1 keyword2
584,Legal case summary text 584,medium,0,low,keyword1 keyword2
585,Legal case summary text 585,low,0,low,keyword1 keyword2
586,Legal case summary text 586,medium,1,high,keyword1 keyword2
587,Legal case summary text 587,low,0,medium,keyword1 keyword2
588,Legal case summary text 588,low,1,high,keyword1 keyword2
589,Legal case summary text 589,high,0,high,keyword1 keyword2
590,Legal case summary text 590,high,1,low,keyword1 keyword2
591,Legal case summary text 591,low,0,high,keyword1 keyword2
592,Legal case summary text 592,medium,1,medium,keyword1 keyword2
593,Legal case summary text 593,medium,1,low,keyword1 keyword2
594,Legal case summary text 594,medium,1,medium,keyword1 keyword2
595,Legal case summary text 595,low,1,high,keyword1 keyword2
596,Legal case summary text 596,medium,0,high,keyword1 keyword2
597,Legal case summary text 597,high,0,medium,keyword1 keyword2
598,Legal case summary text 598,high,1,low,keyword1 keyword2
599,Legal case summary text 599,medium,0,low,keyword1 keyword2
600,Legal case summary text 600,low,0,low,keyword1 keyword2
601,Legal case summary text 601,medium,1,medium,keyword1 keyword2
602,Legal case summary text 602,high,0,medium,keyword1 keyword2
603,Legal case summary text 603,high,0,medium,keyword1 keyword2
604,Legal case summary text 604,low,0,medium,keyword1 keyword2
605,Legal case summary text 605,high,0,high,keyword1 keyword2
606,Legal case summary text 606,low,1,medium,keyword1 keyword2
607,Legal case summary text 607,low,0,low,keyword1 keyword2
608,Legal case summary text 608,medium,0,medium,keyword1 keyword2
609,Legal case summary text 609,high,0,high,keyword1 keyword2
610,Legal case summary text 610,high,0,low,keyword1 keyword2
611,Legal case summary text 611,high,0,low,keyword1 keyword2
612,Legal case summary text 612,high,0,high,keyword1 keyword2
613,Legal case summary text 613,low,1,medium,keyword1 keyword2
614,Legal case summary text 614,high,0,low,keyword1 keyword2
615,Legal case summary text 615,low,0,high,keyword1 keyword2
616,Legal case summary text 616,low,0,medium,keyword1 keyword2
617,Legal case summary text 617,low,1,low,keyword1 keyword2
618,Legal case summary text 618,medium,0,medium,keyword1 keyword2
619,Legal case summary text 619,low,0,low,keyword1 keyword2
620,Legal case summary text 620,low,0,low,keyword1 keyword2
621,Legal case summary text 621,high,0,low,keyword1 keyword2
622,Legal case summary text 622,medium,1,low,keyword1 keyword2
623,Legal case summary text 623,low,0,high,keyword1 keyword2
624,Legal case summary text 624,medium,0,low,keyword1 keyword2
625,Legal case summary text 625,medium,1,low,keyword1 keyword2
626,Legal case summary text 626,low,1,medium,keyword1 keyword2
627,Legal case summary text 627,low,0,high,keyword1 keyword2
628,Legal case summary text 628,high,1,low,keyword1 keyword2
629,Legal case summary text 629,low,1,high,keyword1 keyword2
630,Legal case summary text 630,low,1,medium,keyword1 keyword2
631,Legal case summary text 631,medium,0,medium,keyword1 keyword2
632,Legal case summary text 632,medium,0,medium,keyword1 keyword2
633,Legal case summary text 633,high,1,medium,keyword1 keyword2
634,Legal case summary text 634,low,0,high,keyword1 keyword2
635,Legal case summary text 635,low,1,low,keyword1 keyword2
636,Legal case summary text 636,low,0,high,keyword1 keyword2
637,Legal case summary text 637,high,0,low,keyword1 keyword2
638,Legal case summary text 638,low,1,high,keyword1 keyword2
639,Legal case summary text 639,medium,0,high,keyword1 keyword2
640,Legal case summary text 640,low,1,low,keyword1 keyword2
641,Legal case summary text 641,low,1,low,keyword1 keyword2
642,Legal case summary text 642,high,1,high,keyword1 keyword2
643,Legal case summary text 643,medium,1,low,keyword1 keyword2
644,Legal case summary text 644,low,0,medium,keyword1 keyword2
645,Legal case summary text 645,medium,1,medium,keyword1 keyword2
646,Legal case summary text 646,low,0,high,keyword1 keyword2
647,Legal case summary text 647,medium,1,low,keyword1 keyword2
648,Legal case summary text 648,low,1,medium,keyword1 keyword2
649,Legal case summary text 649,medium,0,low,keyword1 keyword2
650,Legal case summary text 650,high,1,low,keyword1 keyword2
651,Legal case summary text 651,low,0,low,keyword1 keyword2
652,Legal case summary text 652,low,0,low,keyword1 keyword2
653,Legal case summary text 653,medium,0,low,keyword1 keyword2
654,Legal case summary text 654,medium,1,high,keyword1 keyword2
655,Legal case summary text 655,low,1,medium,keyword1 keyword2
656,Legal case summary text 656,high,1,high,keyword1 keyword2
657,Legal case summary text 657,high,1,medium,keyword1 keyword2
658,Legal case summary text 658,high,1,low,keyword1 keyword2
659,Legal case summary text 659,low,0,low,keyword1 keyword2
660,Legal case summary text 660,medium,0,low,keyword1 keyword2
661,Legal case summary text 661,low,0,medium,keyword1 keyword2
662,Legal case summary text 662,medium,0,medium,keyword1 keyword2
663,Legal case summary text 663,low,0,low,keyword1 keyword2
664,Legal case summary text 664,high,0,medium,keyword1 keyword2
665,Legal case summary text 665,low,0,high,keyword1 keyword2
666,Legal case summary text 666,low,0,medium,keyword1 keyword2
667,Legal case summary text 667,low,0,high,keyword1 keyword2
668,Legal case summary text 668,medium,0,medium,keyword1 keyword2
669,Legal case summary text 669,high,1,low,keyword1 keyword2
670,Legal case summary text 670,high,1,medium,keyword1 keyword2
671,Legal case summary text 671,medium,1,medium,keyword1 keyword2
672,Legal case summary text 672,medium,1,high,keyword1 keyword2
673,Legal case summary text 673,high,1,low,keyword1 keyword2
674,Legal case summary text 674,high,0,low,keyword1 keyword2
675,Legal case summary text 675,high,0,high,keyword1 keyword2
676,Legal case summary text 676,low,0,low,keyword1 keyword2
677,Legal case summary text 677,medium,0,medium,keyword1 keyword2
678,Legal case summary text 678,medium,1,low,keyword1 keyword2
679,Legal case summary text 679,high,1,low,keyword1 keyword2
680,Legal case summary text 680,high,0,low,keyword1 keyword2
681,Legal case summary text 681,low,1,medium,keyword1 keyword2
682,Legal case summary text 682,medium,0,medium,keyword1 keyword2
683,Legal case summary text 683,medium,1,low,keyword1 keyword2
684,Legal case summary text 684,high,0,medium,keyword1 keyword2
685,Legal case summary text 685,high,1,medium,keyword1 keyword2
686,Legal case summary text 686,medium,0,high,keyword1 keyword2
687,Legal case summary text 687,medium,1,high,keyword1 keyword2
688,Legal case summary text 688,medium,0,low,keyword1 keyword2
689,Legal case summary text 689,medium,1,medium,keyword1 keyword2
690,Legal case summary text 690,high,1,low,keyword1 keyword2
691,Legal case summary text 691,high,0,low,keyword1 keyword2
692,Legal case summary text 692,low,1,high,keyword1 keyword2
693,Legal case summary text 693,medium,0,medium,keyword1 keyword2
694,Legal case summary text 694,medium,0,low,keyword1 keyword2
695,Legal case summary text 695,low,0,low,keyword1 keyword2
696,Legal case summary text 696,medium,0,medium,keyword1 keyword2
697,Legal case summary text 697,medium,1,medium,keyword1 keyword2
698,Legal case summary text 698,medium,0,medium,keyword1 keyword2
699,Legal case summary text 699,medium,1,medium,keyword1 keyword2
700,Legal case summary text 700,low,1,high,keyword1 keyword2
701,Legal case summary text 701,low,0,high,keyword1 keyword2
702,Legal case summary text 702,medium,1,low,keyword1 keyword2
703,Legal case summary text 703,medium,1,low,keyword1 keyword2
704,Legal case summary text 704,medium,0,high,keyword1 keyword2
705,Legal case summary text 705,low,0,high,keyword1 keyword2
706,Legal case summary text 706,medium,0,low,keyword1 keyword2
707,Legal case summary text 707,low,0,high,keyword1 keyword2
708,Legal case summary text 708,high,1,high,keyword1 keyword2
709,Legal case summary text 709,low,1,low,keyword1 keyword2
710,Legal case summary text 710,medium,0,low,keyword1 keyword2
711,Legal case summary text 711,low,1,low,keyword1 keyword2
712,Legal case summary text 712,high,0,medium,keyword1 keyword2
713,Legal case summary text 713,low,1,low,keyword1 keyword2
714,Legal case summary text 714,high,1,high,keyword1 keyword2
715,Legal case summary text 715,high,0,high,keyword1 keyword2
716,Legal case summary text 716,medium,0,medium,keyword1 keyword2
717,Legal case summary text 717,low,0,high,keyword1 keyword2
718,Legal case summary text 718,low,1,low,keyword1 keyword2
719,Legal case summary text 719,high,1,low,keyword1 keyword2
720,Legal case summary text 720,low,0,medium,keyword1 keyword2
721,Legal case summary text 721,high,1,high,keyword1 keyword2
722,Legal case summary text 722,medium,0,medium,keyword1 keyword2
723,Legal case summary text 723,medium,1,high,keyword1 keyword2
724,Legal case summary text 724,high,1,high,keyword1 keyword2
725,Legal case summary text 725,high,0,medium,keyword1 keyword2
726,Legal case summary text 726,low,0,high,keyword1 keyword2
727,Legal case summary text 727,low,0,high,keyword1 keyword2
728,Legal case summary text 728,medium,0,high,keyword1 keyword2
729,Legal case summary text 729,high,0,medium,keyword1 keyword2
730,Legal case summary text 730,high,1,medium,keyword1 keyword2
731,Legal case summary text 731,low,1,low,keyword1 keyword2
732,Legal case summary text 732,high,1,low,keyword1 keyword2
733,Legal case summary text 733,medium,0,high,keyword1 keyword2
734,Legal case summary text 734,low,1,high,keyword1 keyword2
735,Legal case summary text 735,high,1,high,keyword1 keyword2
736,Legal case summary text 736,low,0,low,keyword1 keyword2
737,Legal case summary text 737,medium,0,high,keyword1 keyword2
738,Legal case summary text 738,high,1,high,keyword1 keyword2
739,Legal case summary text 739,high,0,low,keyword1 keyword2
740,Legal case summary text 740,medium,0,high,keyword1 keyword2
741,Legal case summary text 741,low,1,high,keyword1 keyword2
742,Legal case summary text 742,low,0,low,keyword1 keyword2
743,Legal case summary text 743,low,1,low,keyword1 keyword2
744,Legal case summary text 744,medium,0,low,keyword1 keyword2
745,Legal case summary text 745,high,0,low,keyword1 keyword2
746,Legal case summary text 746,low,0,low,keyword1 keyword2
747,Legal case summary text 747,high,1,high,keyword1 keyword2
748,Legal case summary text 748,low,1,low,keyword1 keyword2
749,Legal case summary text 749,low,1,medium,keyword1 keyword2
750,Legal case summary text 750,high,1,low,keyword1 keyword2
751,Legal case summary text 751,high,0,high,keyword1 keyword2
752,Legal case summary text 752,high,0,medium,keyword1 keyword2
753,Legal case summary text 753,high,1,low,keyword1 keyword2
754,Legal case summary text 754,medium,0,low,keyword1 keyword2
755,Legal case summary text 755,high,0,high,keyword1 keyword2
756,Legal case summary text 756,medium,1,high,keyword1 keyword2
757,Legal case summary text 757,high,0,low,keyword1 keyword2
758,Legal case summary text 758,high,0,high,keyword1 keyword2
759,Legal case summary text 759,medium,1,high,keyword1 keyword2
760,Legal case summary text 760,low,1,high,keyword1 keyword2
761,Legal case summary text 761,low,0,medium,keyword1 keyword2
762,Legal case summary text 762,high,0,low,keyword1 keyword2
763,Legal case summary text 763,low,1,medium,keyword1 keyword2
764,Legal case summary text 764,low,0,low,keyword1 keyword2
765,Legal case summary text 765,medium,0,medium,keyword1 keyword2
766,Legal case summary text 766,low,0,low,keyword1 keyword2
767,Legal case summary text 767,high,0,low,keyword1 keyword2
768,Legal case summary text 768,high,1,medium,keyword1 keyword2
769,Legal case summary text 769,medium,1,high,keyword1 keyword2
770,Legal case summary text 770,low,1,low,keyword1 keyword2
771,Legal case summary text 771,high,0,high,keyword1 keyword2
772,Legal case summary text 772,high,1,high,keyword1 keyword2
773,Legal case summary text 773,high,1,medium,keyword1 keyword2
774,Legal case summary text 774,high,0,high,keyword1 keyword2
775,Legal case summary text 775,medium,0,high,keyword1 keyword2
776,Legal case summary text 776,high,0,medium,keyword1 keyword2
777,Legal case summary text 777,medium,1,low,keyword1 keyword2
778,Legal case summary text 778,medium,0,high,keyword1 keyword2
779,Legal case summary text 779,low,0,medium,keyword1 keyword2
780,Legal case summary text 780,medium,1,high,keyword1 keyword2
781,Legal case summary text 781,low,0,high,keyword1 keyword2
782,Legal case summary text 782,medium,1,low,keyword1 keyword2
783,Legal case summary text 783,low,0,high,keyword1 keyword2
784,Legal case summary text 784,medium,0,low,keyword1 keyword2
785,Legal case summary text 785,high,1,low,keyword1 keyword2
786,Legal case summary text 786,medium,0,medium,keyword1 keyword2
787,Legal case summary text 787,low,1,low,keyword1 keyword2
788,Legal case summary text 788,high,0,low,keyword1 keyword2
789,Legal case summary text 789,low,0,high,keyword1 keyword2
790,Legal case summary text 790,low,1,low,keyword1 keyword2
791,Legal case summary text 791,low,0,high,keyword1 keyword2
792,Legal case summary text 792,low,1,high,keyword1 keyword2
793,Legal case summary text 793,high,0,high,keyword1 keyword2
794,Legal case summary text 794,low,0,medium,keyword1 keyword2
795,Legal case summary text 795,medium,0,low,keyword1 keyword2
796,Legal case summary text 796,high,1,high,keyword1 keyword2
797,Legal case summary text 797,medium,0,medium,keyword1 keyword2
798,Legal case summary text 798,high,1,medium,keyword1 keyword2
799,Legal case summary text 799,low,1,medium,keyword1 keyword2
800,Legal case summary text 800,medium,0,high,keyword1 keyword2
801,Legal case summary text 801,low,1,medium,keyword1 keyword2
802,Legal case summary text 802,low,0,high,keyword1 keyword2
803,Legal case summary text 803,high,1,low,keyword1 keyword2
804,Legal case summary text 804,high,1,medium,keyword1 keyword2
805,Legal case summary text 805,low,0,medium,keyword1 keyword2
