case_id,summary,urgency_nlp,bail_eligibility_nlp,case_complexity,keywords
806,Legal case summary text 806,low,0,high,keyword1 keyword2
807,Legal case summary text 807,low,1,medium,keyword1 keyword2
808,Legal case summary text 808,medium,0,low,keyword1 keyword2
809,Legal case summary text 809,high,0,medium,keyword1 keyword2
810,Legal case summary text 810,high,0,high,keyword1 keyword2
811,Legal case summary text 811,high,0,low,keyword1 keyword2
812,Legal case summary text 812,high,1,medium,keyword1 keyword2
813,Legal case summary text 813,low,1,low,keyword1 keyword2
814,Legal case summary text 814,medium,0,high,keyword1 keyword2
815,Legal case summary text 815,medium,0,high,keyword1 keyword2
816,Legal case summary text 816,medium,1,medium,keyword1 keyword2
817,Legal case summary text 817,medium,0,medium,keyword1 keyword2
818,Legal case summary text 818,low,1,high,keyword1 keyword2
819,Legal case summary text 819,low,0,high,keyword1 keyword2
820,Legal case summary text 820,high,0,low,keyword1 keyword2
821,Legal case summary text 821,low,1,high,keyword1 keyword2
822,Legal case summary text 822,medium,0,low,keyword1 keyword2
823,Legal case summary text 823,low,0,high,keyword1 keyword2
824,Legal case summary text 824,low,1,medium,keyword1 keyword2
825,Legal case summary text 825,low,1,high,keyword1 keyword2
826,Legal case summary text 826,medium,0,medium,keyword1 keyword2
827,Legal case summary text 827,low,1,high,keyword1 keyword2
828,Legal case summary text 828,low,1,medium,keyword1 keyword2
829,Legal case summary text 829,high,0,low,keyword1 keyword2
830,Legal case summary text 830,medium,1,medium,keyword1 keyword2
831,Legal case summary text 831,high,1,medium,keyword1 keyword2
832,Legal case summary text 832,medium,0,medium,keyword1 keyword2
833,Legal case summary text 833,medium,0,low,keyword1 keyword2
834,Legal case summary text 834,low,1,low,keyword1 keyword2
835,Legal case summary text 835,medium,0,low,keyword1 keyword2
836,Legal case summary text 836,low,1,medium,keyword1 keyword2
837,Legal case summary text 837,high,0,low,keyword1 keyword2
838,Legal case summary text 838,high,0,medium,keyword1 keyword2
839,Legal case summary text 839,low,1,medium,keyword1 keyword2
840,Legal case summary text 840,high,0,low,keyword1 keyword2
841,Legal case summary text 841,medium,1,low,keyword1 keyword2
842,Legal case summary text 842,high,0,low,keyword1 keyword2
843,Legal case summary text 843,medium,0,medium,keyword1 keyword2
844,Legal case summary text 844,high,0,medium,keyword1 keyword2
845,Legal case summary text 845,low,1,medium,keyword1 keyword2
846,Legal case summary text 846,high,0,high,keyword1 keyword2
847,Legal case summary text 847,low,0,low,keyword1 keyword2
848,Legal case summary text 848,low,0,low,keyword1 keyword2
849,Legal case summary text 849,medium,1,low,keyword1 keyword2
850,Legal case summary text 850,high,1,low,keyword1 keyword2
851,Legal case summary text 851,low,1,high,keyword1 keyword2
852,Legal case summary text 852,high,1,low,keyword1 keyword2
853,Legal case summary text 853,low,1,low,keyword1 keyword2
854,Legal case summary text 854,high,0,low,keyword1 keyword2
855,Legal case summary text 855,medium,1,medium,keyword1 keyword2
856,Legal case summary text 856,high,0,medium,keyword1 keyword2
857,Legal case summary text 857,high,0,medium,keyword1 keyword2
858,Legal case summary text 858,medium,0,high,keyword1 keyword2
859,Legal case summary text 859,high,1,low,keyword1 keyword2
860,Legal case summary text 860,medium,0,medium,keyword1 keyword2
861,Legal case summary text 861,low,1,high,keyword1 keyword2
862,Legal case summary text 862,high,0,low,keyword1 keyword2
863,Legal case summary text 863,medium,1,high,keyword1 keyword2
864,Legal case summary text 864,medium,0,high,keyword1 keyword2
865,Legal case summary text 865,high,0,low,keyword1 keyword2
866,Legal case summary text 866,low,0,low,keyword1 keyword2
867,Legal case summary text 867,medium,0,high,keyword1 keyword2
868,Legal case summary text 868,medium,0,high,keyword1 keyword2
869,Legal case summary text 869,high,0,medium,keyword1 keyword2
870,Legal case summary text 870,low,1,low,keyword1 keyword2
871,Legal case summary text 871,high,1,low,keyword1 keyword2
872,Legal case summary text 872,low,0,low,keyword1 keyword2
873,Legal case summary text 873,high,0,high,keyword1 keyword2
874,Legal case summary text 874,high,1,high,keyword1 keyword2
875,Legal case summary text 875,low,1,medium,keyword1 keyword2
876,Legal case summary text 876,medium,0,medium,keyword1 keyword2
877,Legal case summary text 877,high,1,medium,keyword1 keyword2
878,Legal case summary text 878,medium,1,high,keyword1 keyword2
879,Legal case summary text 879,medium,0,medium,keyword1 keyword2
880,Legal case summary text 880,low,1,high,keyword1 keyword2
881,Legal case summary text 881,medium,0,medium,keyword1 keyword2
882,Legal case summary text 882,medium,0,medium,keyword1 keyword2
883,Legal case summary text 883,low,1,low,keyword1 keyword2
884,Legal case summary text 884,low,1,high,keyword1 keyword2
885,Legal case summary text 885,high,0,low,keyword1 keyword2
886,Legal case summary text 886,medium,0,high,keyword1 keyword2
887,Legal case summary text 887,medium,0,low,keyword1 keyword2
888,Legal case summary text 888,low,0,high,keyword1 keyword2
889,Legal case summary text 889,medium,0,low,keyword1 keyword2
890,Legal case summary text 890,high,0,low,keyword1 keyword2
891,Legal case summary text 891,low,1,low,keyword1 keyword2
892,Legal case summary text 892,medium,1,low,keyword1 keyword2
893,Legal case summary text 893,low,1,medium,keyword1 keyword2
894,Legal case summary text 894,high,0,medium,keyword1 keyword2
895,Legal case summary text 895,medium,1,high,keyword1 keyword2
896,Legal case summary text 896,high,0,medium,keyword1 keyword2
897,Legal case summary text 897,medium,1,low,keyword1 keyword2
898,Legal case summary text 898,low,0,high,keyword1 keyword2
899,Legal case summary text 899,low,0,low,keyword1 keyword2
900,Legal case summary text 900,low,0,medium,keyword1 keyword2
901,Legal case summary text 901,medium,1,medium,keyword1 keyword2
902,Legal case summary text 902,high,0,high,keyword1 keyword2
903,Legal case summary text 903,high,1,low,keyword1 keyword2
904,Legal case summary text 904,medium,1,high,keyword1 keyword2
905,Legal case summary text 905,medium,0,high,keyword1 keyword2
906,Legal case summary text 906,medium,0,high,keyword1 keyword2
907,Legal case summary text 907,high,0,low,keyword1 keyword2
908,Legal case summary text 908,medium,0,high,keyword1 keyword2
909,Legal case summary text 909,low,0,medium,keyword1 keyword2
910,Legal case summary text 910,medium,0,medium,keyword1 keyword2
911,Legal case summary text 911,low,1,high,keyword1 keyword2
912,Legal case summary text 912,low,1,high,keyword1 keyword2
913,Legal case summary text 913,low,1,high,keyword1 keyword2
914,Legal case summary text 914,medium,0,medium,keyword1 keyword2
915,Legal case summary text 915,medium,0,high,keyword1 keyword2
916,Legal case summary text 916,low,1,low,keyword1 keyword2
917,Legal case summary text 917,medium,0,high,keyword1 keyword2
918,Legal case summary text 918,low,1,high,keyword1 keyword2
919,Legal case summary text 919,high,0,medium,keyword1 keyword2
920,Legal case summary text 920,medium,1,high,keyword1 keyword2
921,Legal case summary text 921,high,0,medium,keyword1 keyword2
922,Legal case summary text 922,high,1,medium,keyword1 keyword2
923,Legal case summary text 923,high,0,medium,keyword1 keyword2
924,Legal case summary text 924,low,0,high,keyword1 keyword2
925,Legal case summary text 925,high,0,high,keyword1 keyword2
926,Legal case summary text 926,low,0,medium,keyword1 keyword2
927,Legal case summary text 927,medium,1,high,keyword1 keyword2
928,Legal case summary text 928,high,0,medium,keyword1 keyword2
929,Legal case summary text 929,low,1,low,keyword1 keyword2
930,Legal case summary text 930,low,0,high,keyword1 keyword2
931,Legal case summary text 931,medium,1,low,keyword1 keyword2
932,Legal case summary text 932,low,1,medium,keyword1 keyword2
933,Legal case summary text 933,medium,0,low,keyword1 keyword2
934,Legal case summary text 934,low,1,low,keyword1 keyword2
935,Legal case summary text 935,medium,0,low,keyword1 keyword2
936,Legal case summary text 936,medium,0,high,keyword1 keyword2
937,Legal case summary text 937,high,1,medium,keyword1 keyword2
938,Legal case summary text 938,low,0,high,keyword1 keyword2
939,Legal case summary text 939,high,1,low,keyword1 keyword2
940,Legal case summary text 940,low,1,medium,keyword1 keyword2
941,Legal case summary text 941,medium,1,low,keyword1 keyword2
942,Legal case summary text 942,low,0,low,keyword1 keyword2
943,Legal case summary text 943,high,1,medium,keyword1 keyword2
944,Legal case summary text 944,high,1,high,keyword1 keyword2
945,Legal case summary text 945,low,1,medium,keyword1 keyword2
946,Legal case summary text 946,low,0,low,keyword1 keyword2
947,Legal case summary text 947,medium,0,low,keyword1 keyword2
948,Legal case summary text 948,low,0,high,keyword1 keyword2
949,Legal case summary text 949,low,0,high,keyword1 keyword2
950,Legal case summary text 950,low,1,medium,keyword1 keyword2
951,Legal case summary text 951,medium,0,high,keyword1 keyword2
952,Legal case summary text 952,low,0,medium,keyword1 keyword2
953,Legal case summary text 953,high,1,medium,keyword1 keyword2
954,Legal case summary text 954,medium,1,high,keyword1 keyword2
955,Legal case summary text 955,high,1,high,keyword1 keyword2
956,Legal case summary text 956,high,1,medium,keyword1 keyword2
957,Legal case summary text 957,medium,0,low,keyword1 keyword2
958,Legal case summary text 958,high,0,low,keyword1 keyword2
959,Legal case summary text 959,low,1,medium,keyword1 keyword2
960,Legal case summary text 960,high,0,low,keyword1 keyword2
961,Legal case summary text 961,high,1,high,keyword1 keyword2
962,Legal case summary text 962,high,0,low,keyword1 keyword2
963,Legal case summary text 963,medium,1,high,keyword1 keyword2
964,Legal case summary text 964,medium,0,low,keyword1 keyword2
965,Legal case summary text 965,medium,0,medium,keyword1 keyword2
966,Legal case summary text 966,medium,0,high,keyword1 keyword2
967,Legal case summary text 967,medium,0,low,keyword1 keyword2
968,Legal case summary text 968,low,1,high,keyword1 keyword2
969,Legal case summary text 969,low,1,high,keyword1 keyword2
970,Legal case summary text 970,medium,0,medium,keyword1 keyword2
971,Legal case summary text 971,low,1,low,keyword1 keyword2
972,Legal case summary text 972,low,0,low,keyword1 keyword2
973,Legal case summary text 973,high,1,high,keyword1 keyword2
974,Legal case summary text 974,high,0,high,keyword1 keyword2
975,Legal case summary text 975,low,0,low,keyword1 keyword2
976,Legal case summary text 976,medium,0,medium,keyword1 keyword2
977,Legal case summary text 977,high,1,medium,keyword1 keyword2
978,Legal case summary text 978,low,0,low,keyword1 keyword2
979,Legal case summary text 979,high,0,medium,keyword1 keyword2
980,Legal case summary text 980,medium,1,high,keyword1 keyword2
981,Legal case summary text 981,medium,0,medium,keyword1 keyword2
982,Legal case summary text 982,medium,1,high,keyword1 keyword2
983,Legal case summary text 983,high,1,high,keyword1 keyword2
984,Legal case summary text 984,high,0,high,keyword1 keyword2
985,Legal case summary text 985,high,1,high,keyword1 keyword2
986,Legal case summary text 986,high,1,high,keyword1 keyword2
987,Legal case summary text 987,low,1,medium,keyword1 keyword2
988,Legal case summary text 988,medium,0,medium,keyword1 keyword2
989,Legal case summary text 989,low,0,low,keyword1 keyword2
990,Legal case summary text 990,medium,1,medium,keyword1 keyword2
991,Legal case summary text 991,medium,1,high,keyword1 keyword2
992,Legal case summary text 992,high,1,low,keyword1 keyword2
993,Legal case summary text 993,medium,1,high,keyword1 keyword2
994,Legal case summary text 994,high,1,low,keyword1 keyword2
995,Legal case summary text 995,high,0,high,keyword1 keyword2
996,Legal case summary text 996,medium,0,medium,keyword1 keyword2
997,Legal case summary text 997,low,1,low,keyword1 keyword2
998,Legal case summary text 998,medium,1,low,keyword1 keyword2
999,Legal case summary text 999,high,1,low,keyword1 keyword2
1000,Legal case summary text 1000,medium,0,medium,keyword1 keyword2
1001,Legal case summary text 1001,high,0,low,keyword1 keyword2
1002,Legal case summary text 1002,low,1,medium,keyword1 keyword2
1003,Legal case summary text 1003,low,0,high,keyword1 keyword2
1004,Legal case summary text 1004,low,0,medium,keyword1 keyword2
1005,Legal case summary text 1005,low,1,high,keyword1 keyword2
1006,Legal case summary text 1006,medium,0,low,keyword1 keyword2
1007,Legal case summary text 1007,low,1,medium,keyword1 keyword2
1008,Legal case summary text 1008,medium,0,medium,keyword1 keyword2
1009,Legal case summary text 1009,high,1,medium,keyword1 keyword2
1010,Legal case summary text 1010,medium,1,high,keyword1 keyword2
1011,Legal case summary text 1011,medium,1,high,keyword1 keyword2
1012,Legal case summary text 1012,low,1,high,keyword1 keyword2
1013,Legal case summary text 1013,low,0,medium,keyword1 keyword2
1014,Legal case summary text 1014,medium,1,high,keyword1 keyword2
1015,Legal case summary text 1015,low,0,low,keyword1 keyword2
1016,Legal case summary text 1016,high,1,high,keyword1 keyword2
1017,Legal case summary text 1017,high,1,medium,keyword1 keyword2
1018,Legal case summary text 1018,medium,1,high,keyword1 keyword2
1019,Legal case summary text 1019,low,0,low,keyword1 keyword2
1020,Legal case summary text 1020,medium,0,high,keyword1 keyword2
1021,Legal case summary text 1021,low,1,medium,keyword1 keyword2
1022,Legal case summary text 1022,high,1,high,keyword1 keyword2
1023,Legal case summary text 1023,low,0,low,keyword1 keyword2
1024,Legal case summary text 1024,high,1,medium,keyword1 keyword2
1025,Legal case summary text 1025,low,0,high,keyword1 keyword2
1026,Legal case summary text 1026,high,0,medium,keyword1 keyword2
1027,Legal case summary text 1027,high,1,low,keyword1 keyword2
1028,Legal case summary text 1028,low,0,low,keyword1 keyword2
1029,Legal case summary text 1029,medium,1,low,keyword1 keyword2
1030,Legal case summary text 1030,low,0,low,keyword1 keyword2
1031,Legal case summary text 1031,low,1,high,keyword1 keyword2
1032,Legal case summary text 1032,medium,1,high,keyword1 keyword2
1033,Legal case summary text 1033,medium,1,medium,keyword1 keyword2
1034,Legal case summary text 1034,high,0,low,keyword1 keyword2
1035,Legal case summary text 1035,medium,1,medium,keyword1 keyword2
1036,Legal case summary text 1036,high,0,medium,keyword1 keyword2
1037,Legal case summary text 1037,medium,0,low,keyword1 keyword2
1038,Legal case summary text 1038,high,0,high,keyword1 keyword2
1039,Legal case summary text 1039,low,0,medium,keyword1 keyword2
1040,Legal case summary text 1040,low,0,medium,keyword1 keyword2
1041,Legal case summary text 1041,medium,0,low,keyword1 keyword2
1042,Legal case summary text 1042,medium,0,high,keyword1 keyword2
1043,Legal case summary text 1043,high,1,medium,keyword1 keyword2
1044,Legal case summary text 1044,low,0,medium,keyword1 keyword2
1045,Legal case summary text 1045,medium,0,high,keyword1 keyword2
1046,Legal case summary text 1046,medium,1,medium,keyword1 keyword2
1047,Legal case summary text 1047,low,0,low,keyword1 keyword2
1048,Legal case summary text 1048,low,1,high,keyword1 keyword2
1049,Legal case summary text 1049,medium,0,low,keyword1 keyword2
1050,Legal case summary text 1050,low,1,low,keyword1 keyword2
1051,Legal case summary text 1051,high,1,medium,keyword1 keyword2
1052,Legal case summary text 1052,low,0,high,keyword1 keyword2
1053,Legal case summary text 1053,high,1,high,keyword1 keyword2
1054,Legal case summary text 1054,high,0,high,keyword1 keyword2
1055,Legal case summary text 1055,medium,0,high,keyword1 keyword2
1056,Legal case summary text 1056,medium,1,low,keyword1 keyword2
1057,Legal case summary text 1057,low,1,medium,keyword1 keyword2
1058,Legal case summary text 1058,high,0,high,keyword1 keyword2
1059,Legal case summary text 1059,high,1,low,keyword1 keyword2
1060,Legal case summary text 1060,low,1,medium,keyword1 keyword2
1061,Legal case summary text 1061,high,0,high,keyword1 keyword2
1062,Legal case summary text 1062,medium,0,high,keyword1 keyword2
1063,Legal case summary text 1063,high,0,medium,keyword1 keyword2
1064,Legal case summary text 1064,low,1,high,keyword1 keyword2
1065,Legal case summary text 1065,low,1,low,keyword1 keyword2
1066,Legal case summary text 1066,high,1,high,keyword1 keyword2
1067,Legal case summary text 1067,high,0,high,keyword1 keyword2
1068,Legal case summary text 1068,low,1,medium,keyword1 keyword2
1069,Legal case summary text 1069,low,0,medium,keyword1 keyword2
1070,Legal case summary text 1070,medium,1,medium,keyword1 keyword2
1071,Legal case summary text 1071,high,0,low,keyword1 keyword2
1072,Legal case summary text 1072,low,1,low,keyword1 keyword2
1073,Legal case summary text 1073,low,1,medium,keyword1 keyword2
1074,Legal case summary text 1074,low,0,low,keyword1 keyword2
1075,Legal case summary text 1075,medium,1,low,keyword1 keyword2
1076,Legal case summary text 1076,medium,1,high,keyword1 keyword2
1077,Legal case summary text 1077,low,1,low,keyword1 keyword2
1078,Legal case summary text 1078,medium,0,low,keyword1 keyword2
1079,Legal case summary text 1079,medium,0,high,keyword1 keyword2
1080,Legal case summary text 1080,low,1,low,keyword1 keyword2
1081,Legal case summary text 1081,low,1,medium,keyword1 keyword2
1082,Legal case summary text 1082,medium,0,low,keyword1 keyword2
1083,Legal case summary text 1083,medium,1,low,keyword1 keyword2
1084,Legal case summary text 1084,low,0,medium,keyword1 keyword2
1085,Legal case summary text 1085,medium,0,low,keyword1 keyword2
1086,Legal case summary text 1086,high,0,low,keyword1 keyword2
1087,Legal case summary text 1087,low,0,high,keyword1 keyword2
1088,Legal case summary text 1088,medium,0,high,keyword1 keyword2
1089,Legal case summary text 1089,medium,1,medium,keyword1 keyword2
1090,Legal case summary text 1090,high,0,medium,keyword1 keyword2
1091,Legal case summary text 1091,low,1,low,keyword1 keyword2
1092,Legal case summary text 1092,low,1,high,keyword1 keyword2
1093,Legal case summary text 1093,low,0,high,keyword1 keyword2
1094,Legal case summary text 1094,medium,1,medium,keyword1 keyword2
1095,Legal case summary text 1095,low,0,high,keyword1 keyword2
1096,Legal case summary text 1096,medium,0,high,keyword1 keyword2
1097,Legal case summary text 1097,low,1,low,keyword1 keyword2
1098,Legal case summary text 1098,low,1,medium,keyword1 keyword2
1099,Legal case summary text 1099,high,0,high,keyword1 keyword2
1100,Legal case summary text 1100,high,1,low,keyword1 keyword2
1101,Legal case summary text 1101,low,1,high,keyword1 keyword2
1102,Legal case summary text 1102,high,1,high,keyword1 keyword2
1103,Legal case summary text 1103,high,0,low,keyword1 keyword2
1104,Legal case summary text 1104,low,1,medium,keyword1 keyword2
1105,Legal case summary text 1105,medium,0,high,keyword1 keyword2
1106,Legal case summary text 1106,high,0,medium,keyword1 keyword2
1107,Legal case summary text 1107,medium,1,medium,keyword1 keyword2
1108,Legal case summary text 1108,high,1,low,keyword1 keyword2
1109,Legal case summary text 1109,high,1,high,keyword1 keyword2
1110,Legal case summary text 1110,low,0,medium,keyword1 keyword2
1111,Legal case summary text 1111,high,1,low,keyword1 keyword2
1112,Legal case summary text 1112,high,1,low,keyword1 keyword2
1113,Legal case summary text 1113,medium,1,low,keyword1 keyword2
1114,Legal case summary text 1114,medium,1,low,keyword1 keyword2
1115,Legal case summary text 1115,medium,0,high,keyword1 keyword2
1116,Legal case summary text 1116,low,0,medium,keyword1 keyword2
1117,Legal case summary text 1117,low,0,high,keyword1 keyword2
1118,Legal case summary text 1118,low,1,low,keyword1 keyword2
1119,Legal case summary text 1119,low,0,low,keyword1 keyword2
1120,Legal case summary text 1120,medium,0,medium,keyword1 keyword2
1121,Legal case summary text 1121,medium,1,high,keyword1 keyword2
1122,Legal case summary text 1122,medium,1,high,keyword1 keyword2
1123,Legal case summary text 1123,medium,1,low,keyword1 keyword2
1124,Legal case summary text 1124,high,0,low,keyword1 keyword2
1125,Legal case summary text 1125,low,1,medium,keyword1 keyword2
1126,Legal case summary text 1126,low,1,medium,keyword1 keyword2
1127,Legal case summary text 1127,medium,1,high,keyword1 keyword2
1128,Legal case summary text 1128,medium,0,high,keyword1 keyword2
1129,Legal case summary text 1129,low,1,medium,keyword1 keyword2
1130,Legal case summary text 1130,medium,1,high,keyword1 keyword2
1131,Legal case summary text 1131,high,0,high,keyword1 keyword2
1132,Legal case summary text 1132,high,1,low,keyword1 keyword2
1133,Legal case summary text 1133,high,1,high,keyword1 keyword2
1134,Legal case summary text 1134,low,1,high,keyword1 keyword2
1135,Legal case summary text 1135,low,0,high,keyword1 keyword2
1136,Legal case summary text 1136,low,1,low,keyword1 keyword2
1137,Legal case summary text 1137,medium,1,low,keyword1 keyword2
1138,Legal case summary text 1138,high,1,medium,keyword1 keyword2
1139,Legal case summary text 1139,medium,1,low,keyword1 keyword2
1140,Legal case summary text 1140,high,1,low,keyword1 keyword2
1141,Legal case summary text 1141,medium,0,medium,keyword1 keyword2
1142,Legal case summary text 1142,medium,0,high,keyword1 keyword2
1143,Legal case summary text 1143,low,0,low,keyword1 keyword2
1144,Legal case summary text 1144,medium,1,low,keyword1 keyword2
1145,Legal case summary text 1145,medium,1,low,keyword1 keyword2
1146,Legal case summary text 1146,high,1,high,keyword1 keyword2
1147,Legal case summary text 1147,medium,0,low,keyword1 keyword2
1148,Legal case summary text 1148,medium,0,medium,keyword1 keyword2
1149,Legal case summary text 1149,medium,1,medium,keyword1 keyword2
1150,Legal case summary text 1150,low,1,medium,keyword1 keyword2
1151,Legal case summary text 1151,low,1,high,keyword1 keyword2
1152,Legal case summary text 1152,high,0,medium,keyword1 keyword2
1153,Legal case summary text 1153,low,0,high,keyword1 keyword2
1154,Legal case summary text 1154,medium,1,high,keyword1 keyword2
1155,Legal case summary text 1155,medium,1,low,keyword1 keyword2
1156,Legal case summary text 1156,medium,0,high,keyword1 keyword2
1157,Legal case summary text 1157,medium,1,high,keyword1 keyword2
1158,Legal case summary text 1158,high,1,high,keyword1 keyword2
1159,Legal case summary text 1159,high,0,medium,keyword1 keyword2
1160,Legal case summary text 1160,medium,0,medium,keyword1 keyword2
1161,Legal case summary text 1161,medium,0,low,keyword1 keyword2
1162,Legal case summary text 1162,low,0,medium,keyword1 keyword2
1163,Legal case summary text 1163,medium,0,medium,keyword1 keyword2
1164,Legal case summary text 1164,high,1,low,keyword1 keyword2
1165,Legal case summary text 1165,high,1,low,keyword1 keyword2
1166,Legal case summary text 1166,low,1,medium,keyword1 keyword2
1167,Legal case summary text 1167,medium,1,low,keyword1 keyword2
1168,Legal case summary text 1168,high,1,high,keyword1 keyword2
1169,Legal case summary text 1169,medium,0,low,keyword1 keyword2
1170,Legal case summary text 1170,medium,0,high,keyword1 keyword2
1171,Legal case summary text 1171,high,0,medium,keyword1 keyword2
1172,Legal case summary text 1172,low,0,medium,keyword1 keyword2
1173,Legal case summary text 1173,high,1,low,keyword1 keyword2
1174,Legal case summary text 1174,high,1,medium,keyword1 keyword2
1175,Legal case summary text 1175,high,0,low,keyword1 keyword2
1176,Legal case summary text 1176,low,0,medium,keyword1 keyword2
1177,Legal case summary text 1177,high,1,high,keyword1 keyword2
1178,Legal case summary text 1178,medium,0,medium,keyword1 keyword2
1179,Legal case summary text 1179,high,0,low,keyword1 keyword2
1180,Legal case summary text 1180,high,0,low,keyword1 keyword2
1181,Legal case summary text 1181,medium,1,low,keyword1 keyword2
1182,Legal case summary text 1182,low,0,low,keyword1 keyword2
1183,Legal case summary text 1183,medium,1,low,keyword1 keyword2
1184,Legal case summary text 1184,low,0,high,keyword1 keyword2
1185,Legal case summary text 1185,high,1,low,keyword1 keyword2
1186,Legal case summary text 1186,medium,1,medium,keyword1 keyword2
1187,Legal case summary text 1187,low,0,high,keyword1 keyword2
1188,Legal case summary text 1188,high,1,low,keyword1 keyword2
1189,Legal case summary text 1189,high,1,medium,keyword1 keyword2
1190,Legal case summary text 1190,medium,0,low,keyword1 keyword2
1191,Legal case summary text 1191,high,0,high,keyword1 keyword2
1192,Legal case summary text 1192,medium,1,high,keyword1 keyword2
1193,Legal case summary text 1193,low,1,medium,keyword1 keyword2
1194,Legal case summary text 1194,high,0,low,keyword1 keyword2
1195,Legal case summary text 1195,medium,0,low,keyword1 keyword2
1196,Legal case summary text 1196,low,0,high,keyword1 keyword2
1197,Legal case summary text 1197,low,1,medium,keyword1 keyword2
1198,Legal case summary text 1198,medium,0,medium,keyword1 keyword2
1199,Legal case summary text 1199,high,1,medium,keyword1 keyword2
1200,Legal case summary text 1200,low,0,low,keyword1 keyword2
